I_bias_A,L_ac_H,I_ac_wdg_A
1.1755932203389832,2.0150650062762234e-05,-0.6
1.2262711864406781,1.9265818879741318e-05,-0.6
1.276949152542373,1.8433981316774684e-05,-0.6
1.327627118644068,1.7674405375951303e-05,-0.6
1.378305084745763,1.699517235247835e-05,-0.6
1.4289830508474577,1.6394673837222554e-05,-0.6
1.4796610169491526,1.5863888158700106e-05,-0.6
1.5303389830508476,1.539286764004449e-05,-0.6
1.5810169491525425,1.4972342039392396e-05,-0.6
1.6316949152542375,1.459446202768363e-05,-0.6
1.6823728813559324,1.4252669749707762e-05,-0.6
1.7330508474576274,1.3941487318574436e-05,-0.6
1.7837288135593223,1.3656905082010714e-05,-0.6
1.8344067796610173,1.3395986211884831e-05,-0.6
1.885084745762712,1.315574963959449e-05,-0.6
1.935762711864407,1.293351674658918e-05,-0.6
1.986440677966102,1.2726963862669588e-05,-0.6
2.037118644067797,1.2534292469967299e-05,-0.6
2.0877966101694914,1.235395610521162e-05,-0.6
2.1384745762711863,1.2184514175979755e-05,-0.6
2.1891525423728813,1.2024852232907734e-05,-0.6
2.239830508474576,1.1873635507768725e-05,-0.6
2.290508474576271,1.172929955175484e-05,-0.6
2.341186440677966,1.1590599632402558e-05,-0.6
2.391864406779661,1.1456412536633669e-05,-0.6
2.442542372881356,1.1326085684477252e-05,-0.6
2.493220338983051,1.1199175086541025e-05,-0.6
2.543898305084746,1.1075572171987402e-05,-0.6
2.594576271186441,1.0955075324620655e-05,-0.6
2.645254237288136,1.083757000478501e-05,-0.6
2.6959322033898308,1.0723103002394199e-05,-0.6
2.7466101694915257,1.061159663265576e-05,-0.6
2.7972881355932206,1.0502969287474459e-05,-0.6
2.847966101694915,1.0397228027216862e-05,-0.6
2.89864406779661,1.0294325254700211e-05,-0.6
2.949322033898305,1.0194219281118528e-05,-0.6
3.0,1.0096837690436558e-05,-0.6
0.01,7.558745019260479e-05,-0.8
0.06067796610169492,7.494856525612984e-05,-0.8
0.11135593220338984,7.288586966912921e-05,-0.8
0.16203389830508477,6.880990297535962e-05,-0.8
0.2127118644067797,6.445639528118992e-05,-0.8
0.26338983050847464,5.927657777015779e-05,-0.8
0.31406779661016954,5.3802640854973984e-05,-0.8
0.36474576271186443,4.900218622531258e-05,-0.8
0.4154237288135594,4.4970779475953386e-05,-0.8
0.4661016949152543,4.157853657949387e-05,-0.8
0.5167796610169493,3.854953254938861e-05,-0.8
0.5674576271186441,3.5723040118995186e-05,-0.8
0.6181355932203391,3.306809963582201e-05,-0.8
0.668813559322034,3.070026108324677e-05,-0.8
0.7194915254237289,2.8733165746121686e-05,-0.8
0.7701694915254238,2.7181779936518197e-05,-0.8
0.8208474576271187,2.59979165606416e-05,-0.8
0.8715254237288137,2.507095362122576e-05,-0.8
0.9222033898305086,2.4279446435366562e-05,-0.8
0.9728813559322035,2.3525534616908146e-05,-0.8
1.0235593220338985,2.2741342110886923e-05,-0.8
1.0742372881355933,2.1899495335900374e-05,-0.8
1.1249152542372882,2.101734735870395e-05,-0.8
1.1755932203389832,2.0125696593828574e-05,-0.8
1.2262711864406781,1.925458383454986e-05,-0.8
1.276949152542373,1.8431729361811287e-05,-0.8
1.327627118644068,1.767570242953701e-05,-0.8
1.378305084745763,1.6994636172501238e-05,-0.8
1.4289830508474577,1.6389331919600337e-05,-0.8
1.4796610169491526,1.585353966423365e-05,-0.8
1.5303389830508476,1.53778279654772e-05,-0.8
1.5810169491525425,1.4953288737936237e-05,-0.8
1.6316949152542375,1.4572209980121185e-05,-0.8
1.6823728813559324,1.422797870987231e-05,-0.8
1.7330508474576274,1.3914922515121023e-05,-0.8
1.7837288135593223,1.3628552942036599e-05,-0.8
1.8344067796610173,1.3365614002664662e-05,-0.8
1.885084745762712,1.3123449807687136e-05,-0.8
1.935762711864407,1.2899544551111312e-05,-0.8
1.986440677966102,1.2691591290515898e-05,-0.8
2.037118644067797,1.249769389170939e-05,-0.8
